Monthly_Income,Transaction_Amount,Account_Age,Loan_History_Length,Num_Defaults,Credit_Score,Loan_Approved
0.3513850778045685,2.182376788701361,-0.2558745224580402,-0.3882548840802835,0.8927235344485238,-0.868436078073813,1
-1.80030098127978,0.16907512713317674,1.6407289410055337,-1.884878473637655,2.4751511592509994,0.23696595593276015,0
-0.9077001169019487,1.3654792166546077,-1.3499860465149938,-0.7327520931708165,1.534017290709706,-1.7715574930699116,1
1.1682212079314684,-2.0014907475601724,-0.10380668113433723,1.528139485382591,-2.402106893177724,2.8113957776096896,1
-0.8696360726206518,1.4877691524693466,-1.3735563919321288,-1.5454753476725975,2.1163686882277175,-1.050363709573434,1
1.6437509027705373,-0.09391931400536913,-2.658476431854212,0.222244025618478,-1.220149703599517,0.987559916091687,1
0.7186339112806609,0.17269660273819354,0.8495852645378883,0.917592767087608,-0.9204246743680244,0.7631115656011689,1
-1.3270131105874856,0.40352402211457106,0.4960884962925648,-0.4172789822359111,1.3576112660611592,0.3053559015849274,0
1.014997761597493,-0.7470098608193845,0.8098878169738728,1.544007243619538,-1.9712219689226693,-0.04609039510796609,1
-1.1555515212141847,-0.4426182461055199,-0.03269031700120314,-0.8399940079208386,1.061477305833714,-0.6208072312428072,0
-0.9823816646904551,0.6086074703082405,-1.074305386226487,0.3598791334115852,0.619756837852895,-1.2350400062860778,0
-0.7221539660305041,0.024767893106571126,0.2320062831488026,-0.939225029187915,1.2007258247510963,1.6203899737284642,1
-1.9862037617029689,1.3618400960214265,-0.5434727588295352,0.016623024058392888,2.0605470259197434,1.6791914536880368,1
-2.5653783934917564,0.47336755063550906,0.6264660917775864,-0.8306921549377697,2.5747240693615057,1.52616536983661,0
-0.05560936575047226,-3.3488790489674063,2.060822801135346,-0.6808166021346345,-1.0770442108742895,-0.8818461496452176,0
2.717216810461983,-1.6252331887689455,0.4562387973673141,1.231455465390173,-3.1109653374621686,2.7425468195445464,1
0.699460360301654,-1.1400298009387444,0.8808673306940777,0.8950605556919777,-1.4821495563162186,0.5886045207178778,1
0.5737895043035646,-0.6664146383198035,-0.022818760730348216,0.0001721386629471855,-0.6026248848740904,1.0602265326366556,1
-0.561066215904275,2.2463593818776255,-0.5788158141185104,0.6699984190077564,1.0257569813914715,0.973719082497005,0
-0.7373526544276658,0.9932702846445132,-0.7637886999948825,-1.256464093327387,1.7015907486717554,-0.11442615308230297,1
0.2779133865818544,0.8505239346614998,-0.24105425031666827,-0.6613731256452273,0.5862598398561055,-0.07340660982031177,1
-1.5912885537718167,0.30141178299212545,0.6788438705261987,-1.213092934979507,1.9522190084194513,-0.10043738068302555,0
0.5087304641254011,1.9615675383162068,1.5054822847113456,-0.9649137396940423,1.1937014898678626,1.1311451780989104,0
-0.6626406211934232,0.4410188310916653,1.4142951060044213,-2.0447615278422795,1.9633232566462984,0.8085872363179971,0
0.482226208529977,-1.8913453683423933,-0.5265493094207659,0.39451086995571416,-1.1769803220097548,2.9821613204698556,1
-2.9074553985176044,1.553106379176572,0.19149285167317392,-0.6159470057980552,2.7873355616428914,-3.304037787430295,1
-2.1593270659945247,1.2949867829433876,-1.2385631890346671,-2.009022688203588,3.2894937582922035,0.24326059340696382,1
-0.9816076713000746,0.20460586743853615,0.9130920305297793,-2.0195933899485476,2.025285749089453,0.3346938384180165,1
-0.008784996780688004,1.9599716579107442,-0.8758917171492806,-0.18127475251343783,1.1405683776331277,2.189809003864136,0
2.5459772783059025,-1.4964682191500749,-0.842922332241793,1.4481949555393214,-3.1334357734575553,1.9171885708024763,1
1.8965524061990395,-1.18213865297305,-1.8381794994044593,2.013357904212681,-3.1706408286402223,-1.6670677327873538,1
-1.1371159174525627,-0.24824687521776756,-0.32701368599348823,-0.5399567738158336,0.9561769522321921,-0.5292464023819172,0
-2.070078043141311,1.838987132271221,0.08985616291338219,-1.4585845949962923,3.0907688528302586,-0.25954234209885607,0
-0.36422509987204643,-1.049002879335609,-1.057602200784928,-0.40954041366846705,0.14321923355442295,1.3875059445382556,1
0.0006922446560373441,-1.526337495871497,0.002238750924302561,1.435765190263544,-1.469909922402664,1.1297483022066492,1
-0.09297311708555522,-2.4896342663511044,0.5712476595884974,-0.21982812445587652,-1.0316140760460084,-1.8549843223225784,0
0.20313568528640213,0.7998419175426816,0.09796326447612663,-2.2950196043776487,1.7243242884409753,1.3065303369405408,0
-1.2094450573529332,1.4695081142738955,0.4627427167043018,-1.6278530506315114,2.424837674239126,-0.5809370188774227,1
-0.3550866419874037,-0.34953550524123067,-1.1961868702359317,-0.18680693918966873,0.35402553015815996,2.02406176199788,1
0.8790446671931553,2.7239816093197557,0.25110659900152,0.17146798476459257,0.5849624677025494,1.244327061775902,0
